web_scraper_order,web_scraper_start_url,nomor_sertifikat,tanggal_terbit,plg_id,nama_pemohon,nama_perangkat,merk,model,nama_pemasaran,negara
1782485437-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,04675/II/SDPPI/2013,23 Apr 2013,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Two Way Radio,Motorola,GP 3188  (frek. 136-162 MHz),,Malaysia
1782485437-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,04360/II/SDPPI/2013,18 Mar 2013,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Two Way Radio,Motorola,XTL 2500 Freq. 764-870-MHz,,United States
1782485437-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,03858/II/SDPPI/2013,25 Feb 2013,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Two Way Radio,Motorola,GM 3188 VHF 146-174 MHz,,Malaysia
1782485437-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,28207/SDPPI/2013,22 Feb 2013,4249,"Vektor InfoTek, PT",Repeater Two Way Radio,Motorola,CDR 700 Freq 350-380 MHz,,Malaysia
1782485437-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13895/I/SDPPI/2013,25 Jan 2013,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Two Way Radio,Motorola,MTP850Ex  ATEX TETRA terminal 380-430 MHz,,Malaysia
1782485437-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,27031/SDPPI/2012,29 Nov 2012,4190,MEINDO ELANG INDAH PT,Two Way Radio,Motorola,"GM 3688, Freq. 350-380 MHz",,Malaysia
1782485437-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,04006/II/SDPPI/2012,20 Nov 2012,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Two Way Radio,Motorola,MagOne A8 VHF 150-174 MHz,,China
1782485437-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,01758/III/SDPPI/2012,07 Nov 2012,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater Two Way Radio,Motorola,CDR 700 Freq 136-174 MHz,,Malaysia
1782485437-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,01757/III/SDPPI/2012,07 Nov 2012,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Repeater Two Way Radio,Motorola,CDR 500 Freq 136-174 MHz,,Malaysia
1782485437-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26782/SDPPI/2012,07 Nov 2012,4079,INTI BUANA EKSPORINDO PT,PORTABLE TWO WAY RADIO,SMP,SMP 818 Frequency : UHF: 330-400 MHz,,China
1782485437-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26781/SDPPI/2012,07 Nov 2012,4079,INTI BUANA EKSPORINDO PT,PORTABLE TWO WAY RADIO,SMP,SMP 418 Frequency : UHF: 330-400 MHz,,China
1782485437-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26042/SDPPI/2012,13 Sep 2012,4079,INTI BUANA EKSPORINDO PT,Portable Two Way Radio,SMP,SMP818 UHF 400 - 438 Mhz,,China
1782485437-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26045/SDPPI/2012,13 Sep 2012,4079,INTI BUANA EKSPORINDO PT,Portable Two Way Radio,SMP,SMP818 VHF 136 - 174 Mhz,,China
1782485437-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26033/SDPPI/2012,13 Sep 2012,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TM8255 (136-174 MHz),,New Zealand
1782485437-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26041/SDPPI/2012,13 Sep 2012,4079,INTI BUANA EKSPORINDO PT,Portable Two Way Radio,SMP,SMP418 UHF : 400-438 MHz,,China
1782485437-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26032/SDPPI/2012,13 Sep 2012,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TP8140 IS (136-174 MHz),,New Zealand
1782485437-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,26034/SDPPI/2012,13 Sep 2012,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TB8200 Base Station / Repeater (148-174 MHz),,New Zealand
1782485437-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,25947/SDPPI/2012,10 Sep 2012,4079,INTI BUANA EKSPORINDO PT,Portable Two Way Radio,SMP,SMP418 VHF : 136-174 MHz,,China
1782485437-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,25095/SDPPI/2012,05 Jul 2012,2549,"ARTHA SURYA KOMMUNIKA, PT.",Two Way Radio,VEV,VEV-789Plus,,China
1782485437-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,24044/SDPPI/2012,03 Mei 2012,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,FIRSTCOM,FC-128 ( VHF : 134-176 MHz ),,China
1782485437-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,24032/SDPPI/2012,03 Mei 2012,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,FIRSTCOM,FC-428 ( UHF : 400 - 438 MHz ),,China
1782485437-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,23983/SDPPI/2012,30 Apr 2012,2484,"MEGAYASA TEKNOLOGI INDONESIA, PT.",Two Way Radio,Motorola,"GM 3688, Freq. 350-380 MHz",,Malaysia
1782485437-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,20603/SDPPI/2011,22 Agu 2011,2236,"SURYA CITRA NATA BUANA, PT.",Two Way Radio,ICOM,UHF Transceiver / UHF Mobile IC-F6123D,,Japan
1782485437-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,20602/SDPPI/2011,22 Agu 2011,3744,"TRADAYA INDONESIA, PT.",Two Way Radio,LDT,800 (VHF Frek. 135-174 MHz),,China
1782485437-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,19957/SDPPI/2011,06 Jul 2011,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TM8235 (400-430 MHz),,New Zealand
1782485437-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,19191/SDPPI/2011,10 Mei 2011,3354,"MANTAP JAYA ELEKTRONIK, PT.",Two Way Radio,HY-E,SH-835 Freq. 136-174 MHz,,China
1782485437-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,18897/SDPPI/2011,11 Apr 2011,2579,"SOJO POWERINDO PERKASA, PT.",Two Way Radio,Motorola,CP1660 Freq. VHF 350-390 MHz,,China
1782485437-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,18374/SDPPI/2011,24 Feb 2011,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TP8140 IS (400-430 MHz),,New Zealand
1782485437-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,18061/SDPPI/2011,26 Jan 2011,1770,"MIRUSA GRAHA, PT.",Two Way Radio,ICOM,VHF Marine Transceiver / IC-M36 (Freq. 156.025 - 163.275 MHz),,Japan
1782485437-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,17415/SDPPI/2010,29 Nov 2010,3466,"BORMINDO NUSANTARA, PT.",TWO WAY RADIO,ICOM,144 MHz FM Transceiver IC-2100H,,Japan
1782485437-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16539/SDPPI/2010,24 Sep 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,FIRSTCOM,"Mobile Radio Transceiver / FR-188, Freq. 136-174 MHz",,China
1782485437-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16180/SDPPI/2010,16 Agu 2010,3253,"CENTURY DINAMIK DRILLING, PT.",Two Way Radio,Motorola,XiR P8200  VHF Freq. 136-174 MHz,,Malaysia
1782485437-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16136/SDPPI/2010,12 Agu 2010,2020,"MAESA NUSATAMA, PT.",Repeater Two Way Radio,Motorola,Mototrbo Repeater / XiR™ R8200,,Malaysia
1782485464-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16097/SDPPI/2010,10 Agu 2010,1770,"MIRUSA GRAHA, PT.",TWO WAY RADIO,ICOM,IC-F4003 (FREQ.350-370 MHz),,Japan
1782485464-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16095/SDPPI/2010,10 Agu 2010,1770,"MIRUSA GRAHA, PT.",TWO WAY RADIO,ICOM,IC-F44GT (FREQ.400-430MHz),,Japan
1782485464-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15999/SDPPI/2010,03 Agu 2010,2236,"SURYA CITRA NATA BUANA, PT.",Two Way Radio Mobile,Motorola,MOTOTRBO XiR™ M8268,,Malaysia
1782485464-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,16000/SDPPI/2010,03 Agu 2010,2236,"SURYA CITRA NATA BUANA, PT.",Two Way Radio Portable,Motorola,MOTOTRBO XiR™ P8268,,Malaysia
1782485464-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15733/SDPPI/2010,14 Jul 2010,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,GM3188 Freq. UHF 403-438 MHz,,Malaysia
1782485464-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15732/SDPPI/2010,14 Jul 2010,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,GM3688 Freq. UHF 403-438 MHz,,Malaysia
1782485464-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15735/SDPPI/2010,14 Jul 2010,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,GP2000 Freq. UHF 403-438 MHz,,Malaysia
1782485464-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15667/SDPPI/2010,12 Jul 2010,3268,"DOK DAN PERKAPALAN SURABAYA (PERSERO), PT.",Two Way Radio,Motorola,"GP328, UHF 136-174 MHz",,United Kingdom
1782485464-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15657/SDPPI/2010,12 Jul 2010,3268,"DOK DAN PERKAPALAN SURABAYA (PERSERO), PT.",Two Way Radio Maritim,MCMURDO,Mc Murdo R2 GMDSS VHF Radio,,United Kingdom
1782485464-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15705/SDPPI/2010,12 Jul 2010,1904,"MOTOROLA INDONESIA, PT.",TWO WAY RADIO,Motorola,CM5000 FREQ. 380-430MHz,,United Kingdom
1782485464-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15707/SDPPI/2010,12 Jul 2010,1904,"MOTOROLA INDONESIA, PT.",TWO WAY RADIO,Motorola,CP1300 FREQ. 136-174MHz,,China
1782485464-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15675/SDPPI/2010,12 Jul 2010,3354,"MANTAP JAYA ELEKTRONIK, PT.",Two Way Radio,HY-E,SH-135 Enhanced  ( VHF: 136 - 174 MHz),,China
1782485464-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15549/SDPPI/2010,28 Jun 2010,1770,"MIRUSA GRAHA, PT.",Two Way Radio,ICOM,VHF Marine Transceiver / IC-M422,,Japan
1782485464-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15548/SDPPI/2010,28 Jun 2010,1770,"MIRUSA GRAHA, PT.",Two Way Radio,ICOM,VHF Air Band Transceiver / IC-A210,,Japan
1782485464-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15487/SDPPI/2010,25 Jun 2010,1889,"CITRADATA PURNAKHARISMA, PT.",Repeater Two Way Radio,Motorola,"MTR 2000, Freq. 350 MHz (Compentional)",,United States
1782485464-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15485/SDPPI/2010,25 Jun 2010,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,"Portable Radio UHF / GP 338 Plus, Freq. 330-400 MHz",,Malaysia
1782485464-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15391/SDPPI/2010,15 Jun 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,FIRSTCOM,Professional Handy Transceiver / FC-U08 Freq. 400-430MHz,,China
1782485464-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15175/SDPPI/2010,24 Mei 2010,1770,"MIRUSA GRAHA, PT.",Two Way Radio,ICOM,VHF Transceiver / IC-F3003 (136 - 174 MHz),,Japan
1782485464-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,15104/SDPPI/2010,18 Mei 2010,1291,"PANORAMA TIMUR JAYA, PT.",Two Way Radio,Sapura Thales Electronics,VHF Handheld Radio / TRC 5102,,Malaysia
1782485464-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14833/SDPPI/2010,21 Apr 2010,2493,"ARTHA KREASI ABADI, PT.",Two Way Radio,ICOM,IC-V80 LM Version (Freq. 136-174 MHz),,Japan
1782485464-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14797/SDPPI/2010,16 Apr 2010,2058,"ROHDE & SCHWARZ INDONESIA, PT.",Two Way Radio,SEPURA,TETRA Hand-Portable Radio / STP8080 Frekuensi 806-870 MHz,,United Kingdom
1782485464-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14690/SDPPI/2010,07 Apr 2010,2091,"SCHLUMBERGER GEOPHYSICS NUSANTARA, PT.",Two Way Radio,Motorola,"GM338, VHF 136 - 174 MHz",,Malaysia
1782485464-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14519/SDPPI/2010,23 Mar 2010,2773,"HITECH YAKSA TELEKOMUNIKASI, PT.",Two Way Radio,Daimitsu,"DM 100, Freq. 135-174 MHz",,China
1782485464-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14449/SDPPI/2010,15 Mar 2010,1818,"VERSAKOM INDONESIA, PT.",Two Way Radio,Yaesu,FT-1900R/E,,Japan
1782485464-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14154/SDPPI/2010,12 Feb 2010,1758,"MOTOROLA INDONESIA, PT.",Repeater Two Way Radio,Motorola,MTR2000 UHF (410-430 MHz),,United States
1782485464-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14096/SDPPI/2010,04 Feb 2010,2276,"GAJAH MANDALA JAYA, PT.",Two Way Radio,TAIT,TM 9155 (762-870 MHz),,New Zealand
1782485464-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14076/SDPPI/2010,03 Feb 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP 3188, Freq. 146-174 MHz",,Malaysia
1782485464-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,14077/SDPPI/2010,03 Feb 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP 338, Freq. 136-174 MHz",,Malaysia
1782485464-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13876/SDPPI/2010,19 Jan 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GM 3688, Freq. 146-174 MHz",,Malaysia
1782485464-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13878/SDPPI/2010,19 Jan 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP 3188, Freq. 136-162 MHz",,Malaysia
1782485464-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13877/SDPPI/2010,19 Jan 2010,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GM 3688, Freq. 350-380 MHz",,Malaysia
1782485464-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13704/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GM3188, VHF 136-162 MHz",,Malaysia
1782485464-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13708/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GM338, VHF 136 - 174 MHz",,Malaysia
1782485464-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13710/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP3188, UHF 330-400 MHz",,Malaysia
1782485464-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13709/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP338, UHF 330-400 MHz",,Malaysia
1782485464-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13707/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,GP2000 (VHF 136-174 MHz),,Malaysia
1782485464-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13706/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP328, VHF 136 - 174 MHz",,Malaysia
1782485464-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13705/POSTEL/2009,29 Des 2009,1798,"CAKRAWALA MULTI KOMUNIKASI PUSAT JAKARTA, PT.",Two Way Radio,Motorola,"GP328, UHF 330-400 MHz",,Malaysia
1782485464-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13620/POSTEL/2009,21 Des 2009,3141,"MINOKA SISKOM SEJAHTERA, PT.",Two Way Radio,HQT,"TH-2000 (U5), Freq. 350-390 MHz",,China
1782485464-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13611/POSTEL/2009,21 Des 2009,3205,"GUNANUSA UTAMA FABRICATORS, PT.",Two Way Radio,Motorola,"GM 3688, Freq. 350-380 MHz",,Malaysia
1782485464-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,13096/POSTEL/2009,05 Nov 2009,1858,"TEKINDO PASIFIK MITRATAMA, PT.",Two Way Radio,CODAN,NGT VR / 2011,,Australia
1782485464-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,11380/POSTEL/2009,22 Mei 2009,2374,"INDONESIA HYT SCIENCE & TECHNOLOGY, PT.",Two Way Radio,HYT,"TC-600U (5), Freq. 350-370 MHz",,China
1782485464-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,10200/POSTEL/2009,18 Feb 2009,2374,"INDONESIA HYT SCIENCE & TECHNOLOGY, PT.",Two Way Radio,HYT,TC 518V Frekuensi 136-174 MHz,,China
1782485464-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,09053/POSTEL/2008,03 Des 2008,2374,"INDONESIA HYT SCIENCE & TECHNOLOGY, PT.",Two Way Radio,HYT,TM 610U (Frek. 350-400 MHz),,China
1782486131-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,121466/DJID/2026,04 Mei 2026,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,APX N30,H15UCF9PW6AN  Band 800 : 806 - 870 MHz  MODEL 2 PORTABLE,Malaysia
1782486131-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,120397/DJID/2026,08 Apr 2026,4773,PT  HARRISMA INFORMATIKA JAYA,Portable Radio,Motorola,R5 UHF,R5 UHF,Malaysia
1782486131-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,119985/DJID/2026,26 Mar 2026,4773,PT  HARRISMA INFORMATIKA JAYA,Portable Radio,Motorola,R5 VHF,R5 VHF,Malaysia
1782486131-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,117267/DJID/2026,06 Jan 2026,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9660,Portable Radio,New Zealand
1782486131-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,116978/DJID/2025,23 Des 2025,3402,PT  FOCUS TELESINDO UTAMA,FIRE-FIGHTER’S PORTABLE RADIO TELEPHONE,NSR,ZXF-N2000,NSR ZXF-N2000,China
1782486131-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,116849/DJID/2025,19 Des 2025,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,XiR C2660,AZH87YDF9JA2AN  UHF 403 - 470 MHz 4 W FKP,Malaysia
1782486131-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,116671/DJID/2025,12 Des 2025,4773,PT  HARRISMA INFORMATIKA JAYA,Portable Radio,Motorola,XIR P8608,XIR P8608,Malaysia
1782486131-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,115962/DJID/2025,17 Nov 2025,7325,PT  HYTERA COMMUNICATIONS INDONESIA,DMR Portable Radio,Hytera,HP568,Hytera HP568,China
1782486131-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,115483/DJID/2025,03 Nov 2025,7325,PT  HYTERA COMMUNICATIONS INDONESIA,Digital Portable Radio,Hytera,HP688,Hytera HP688,China
1782486131-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,114631/DJID/2025,29 Sep 2025,7325,PT  HYTERA COMMUNICATIONS INDONESIA,Digital Portable Radio,Hytera,HP788,Hytera HP788,China
1782486131-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113704/DJID/2025,28 Agu 2025,16651,PT  PINE BRILLIANT INDONESIA,Digital Portable Radio,Hytera,BD508,Hytera BD508,China
1782486131-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113686/DJID/2025,27 Agu 2025,9266,PT  WARNINDO DIGITAL INDONESIA,Handportable Radio,Hytera,PTC680,Hytera PTC680,China
1782486131-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113515/DJID/2025,21 Agu 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9361 IS,Portable Radio,New Zealand
1782486131-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113438/DJID/2025,19 Agu 2025,16651,PT  PINE BRILLIANT INDONESIA,Digital Portable Radio,Hytera,BD508,Hytera BD508,China
1782486131-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113202/DJID/2025,11 Agu 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9361 IS,Portable Radio,New Zealand
1782486131-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,113146/DJID/2025,07 Agu 2025,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,MTP8550Ex,MTP8550Ex  UHF,Malaysia
1782486131-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,112765/DJID/2025,25 Jul 2025,3850,PT  NEXCOM INDONESIA,Portable Radio,Motorola,R7,Radio Motorola,Malaysia
1782486131-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,112010/DJID/2025,04 Jul 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9560,Portable Radio,New Zealand
1782486131-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,111638/DJID/2025,24 Jun 2025,7325,PT  HYTERA COMMUNICATIONS INDONESIA,Digital Portable Radio,Hytera,HP788,Hytera HP788,China
1782486131-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,111151/DJID/2025,11 Jun 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9560,Portable Radio,New Zealand
1782486131-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110534/DJID/2025,23 Mei 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9361,Portable Radio,New Zealand
1782486131-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,110099/DJID/2025,09 Mei 2025,4773,PT  HARRISMA INFORMATIKA JAYA,Portable Radio,Motorola,XIR P6600i,"MOTOROLA XIR P6600I, 136-174",Malaysia
1782486131-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,109779/DJID/2025,30 Apr 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9360,Portable Radio,New Zealand
1782486131-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,107922/DJID/2025,24 Feb 2025,2638,PT  SOG INDONESIA,POC Portable Radio,SOG,SOG320,SOG320,China
1782486131-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,107527/DJID/2025,04 Feb 2025,2276,PT  GAJAH MANDALA JAYA,Portable Radio,Tait,TP9361,Portable Radio,New Zealand
1782486131-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,106575/SDPPI/2024,23 Des 2024,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,MTP8550Ex,AZH17UCH6TZ5AN  Band 800 :  806-870 MHz,Malaysia
1782486131-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,106554/SDPPI/2024,23 Des 2024,7325,PT  HYTERA COMMUNICATIONS INDONESIA,Portable Radio / Radio Dua Arah,Hytera,HP79XEx,Hytera HP79XEx,China
1782486131-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,106171/SDPPI/2024,11 Des 2024,4773,PT  HARRISMA INFORMATIKA JAYA,PORTABLE RADIO,MOTOROLA,XIR C2660,"MOTOROLA XiR C2660 UHF (350,027 MHz — 400,000 MHz FKP)",Malaysia
1782486131-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,104959/SDPPI/2024,04 Nov 2024,2638,PT  SOG INDONESIA,POC Portable Radio,TeloSystems,TE590,TeloSystems TE590,China
1782486131-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,103597/SDPPI/2024,20 Sep 2024,4773,PT  HARRISMA INFORMATIKA JAYA,PORTABLE RADIO,MOTOROLA,XiR C2660,MOTOROLA XiR C2660 UHF ( 403 - 470 MHz ),Malaysia
1782486131-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,103336/SDPPI/2024,11 Sep 2024,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,XiR P6620i,AZH02JDH9VA1AN-TIA,Malaysia
1782486131-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102997/SDPPI/2024,03 Sep 2024,4773,PT  HARRISMA INFORMATIKA JAYA,PORTABLE RADIO,MOTOROLA,R7,MOTOROLA R7 ( 350 - 400 MHz ),Malaysia
1782486131-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,102498/SDPPI/2024,19 Agu 2024,1758,PT  MOTOROLA SOLUTIONS INDONESIA,Portable Radio,Motorola,XiR P6600i,AZH02JDC9VA1AN-TIA,Malaysia
